Plant,State,District,Climate_Season,Agri_Season,Month,Year,Soil_Type,Rainfall_Level,Festival,Expected_Yield_kg_per_acre,Growth_Score,Image_Class,Demand_Level,Price_Index,Supply_Level,Is_Perishable,Reason_for_Demand
Wheat,West Bengal,West Bengal,Summer,Kharif,April,2020,Alluvial,High,Vishu,2969,33,2,5,6,8,0,Traditional consumption and cultural preference during this period
Turmeric,Tripura,Tripura,Winter,Rabi,November,2017,Red,Medium,Diwali,3048,44,3,8,6,5,0,Traditional consumption and cultural preference during this period
Rice,Rajasthan,Rajasthan,Winter,Rabi,December,2018,Alluvial,Low,Christmas,3260,46,3,5,7,4,0,Staple grain used widely in festive meals and offerings
Marigold,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Summer,Kharif,April,2017,Arid & Desert,High,Ram Navami,5198,83,5,7,6,4,1,Traditional consumption and cultural preference during this period
Wheat,Lakshadweep,Lakshadweep,Winter,Rabi,January,2010,Red,Medium,Makar Sankranti,3059,66,4,6,7,7,0,Traditional consumption and cultural preference during this period
Rice,Uttar Pradesh,Uttar Pradesh,Spring,Rabi,March,2018,Alluvial,High,Wedding Season,3905,54,3,9,10,4,0,Staple grain used widely in festive meals and offerings
Banana,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Autumn,Kharif,July,2022,Arid & Desert,High,Rath Yatra,3064,80,4,5,5,6,1,Traditional consumption and cultural preference during this period
Turmeric,Meghalaya,Meghalaya,Autumn,Kharif,October,2013,Red,High,Dussehra,2577,72,4,6,5,4,0,Traditional consumption and cultural preference during this period
Turmeric,Telangana,Telangana,Winter,Rabi,January,2011,Red,Low,Lohri,2932,37,2,5,5,8,0,Traditional consumption and cultural preference during this period
Banana,Madhya Pradesh,Madhya Pradesh,Autumn,Kharif,October,2022,Black,High,Navratri,2947,71,4,8,9,6,1,Traditional consumption and cultural preference during this period
Sugarcane,Madhya Pradesh,Madhya Pradesh,Summer,Kharif,June,2018,Black,Medium,Rath Yatra,39751,82,5,6,5,6,0,Traditional consumption and cultural preference during this period
Marigold,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Spring,Rabi,March,2021,Arid & Desert,High,Ugadi,5160,39,2,6,8,5,1,Traditional consumption and cultural preference during this period
Turmeric,Arunachal Pradesh,Arunachal Pradesh,Summer,Kharif,April,2020,Alluvial,Low,Ugadi,2746,53,3,5,6,5,0,Traditional consumption and cultural preference during this period
Rice,Uttar Pradesh,Uttar Pradesh,Winter,Rabi,December,2018,Alluvial,High,Christmas,3701,42,3,5,7,7,0,Staple grain used widely in festive meals and offerings
Cotton,Manipur,Manipur,Spring,Rabi,March,2014,Black,High,Holi,782,43,3,5,6,5,0,Traditional consumption and cultural preference during this period
Turmeric,Uttarakhand,Uttarakhand,Winter,Rabi,January,2023,Laterite,Low,Lohri,2776,25,2,5,3,7,0,Traditional consumption and cultural preference during this period
Millet,Delhi,Delhi,Winter,Rabi,February,2017,Alluvial,Low,Wedding Season,1474,39,2,7,7,6,0,Traditional consumption and cultural preference during this period
Marigold,Kerala,Kerala,Summer,Kharif,April,2023,Black,Medium,Vishu,4806,58,3,6,4,5,1,Traditional consumption and cultural preference during this period
Rice,Bihar,Bihar,Summer,Kharif,April,2017,Alluvial,High,Vishu,3612,87,5,4,2,5,0,Staple grain used widely in festive meals and offerings
Cotton,Chhattisgarh,Chhattisgarh,Summer,Kharif,April,2020,Red,Medium,Vishu,876,79,4,5,7,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Rajasthan,Rajasthan,Spring,Rabi,March,2014,Alluvial,Low,Holi,39634,48,3,8,5,8,0,Traditional consumption and cultural preference during this period
Turmeric,Mizoram,Mizoram,Winter,Rabi,January,2016,Red,Medium,Lohri,2855,35,2,3,4,5,0,Traditional consumption and cultural preference during this period
Turmeric,Punjab,Punjab,Summer,Kharif,April,2016,Alluvial,High,Wedding Season,2923,84,5,9,10,4,0,Turmeric used in auspicious rituals and ceremonies
Millet,Ladakh,Ladakh,Summer,Kharif,June,2010,Alluvial,Low,Rath Yatra,1627,58,3,4,2,6,0,Traditional consumption and cultural preference during this period
Turmeric,Chhattisgarh,Chhattisgarh,Autumn,Kharif,July,2015,Red,Low,Rath Yatra,2961,70,4,6,4,6,0,Traditional consumption and cultural preference during this period
Banana,Chandigarh,Chandigarh,Winter,Rabi,December,2010,Alluvial,Medium,Christmas,2909,35,2,6,3,8,1,Traditional consumption and cultural preference during this period
Marigold,Rajasthan,Rajasthan,Winter,Rabi,February,2018,Alluvial,Low,Wedding Season,4983,40,2,8,9,8,1,High floral demand for garlands and decorations
Cotton,Bihar,Bihar,Winter,Rabi,November,2012,Alluvial,High,Wedding Season,808,53,3,7,8,5,0,Traditional consumption and cultural preference during this period
Wheat,Ladakh,Ladakh,Summer,Kharif,April,2011,Alluvial,Low,Vishu,2980,34,2,6,4,6,0,Traditional consumption and cultural preference during this period
Cotton,Goa,Goa,Summer,Kharif,May,2015,Red,High,Wedding Season,814,76,4,7,9,5,0,Traditional consumption and cultural preference during this period
Turmeric,Chhattisgarh,Chhattisgarh,Winter,Rabi,January,2021,Alluvial,Medium,Lohri,2873,62,4,4,6,6,0,Traditional consumption and cultural preference during this period
Millet,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Autumn,Kharif,July,2013,Arid & Desert,Medium,Rath Yatra,1455,62,4,6,7,7,0,Traditional consumption and cultural preference during this period
Turmeric,Ladakh,Ladakh,Winter,Rabi,December,2017,Alluvial,Medium,Wedding Season,2889,56,3,10,10,7,0,Turmeric used in auspicious rituals and ceremonies
Turmeric,Gujarat,Gujarat,Autumn,Kharif,October,2019,Alluvial,Low,Dussehra,2597,56,3,7,5,8,0,Traditional consumption and cultural preference during this period
Banana,Assam,Assam,Winter,Rabi,January,2017,Red,Medium,Makar Sankranti,2972,41,3,8,5,8,1,Traditional consumption and cultural preference during this period
Sesame,Lakshadweep,Lakshadweep,Spring,Rabi,March,2010,Red,Low,Wedding Season,894,62,4,4,3,8,0,Traditional consumption and cultural preference during this period
Turmeric,Chhattisgarh,Chhattisgarh,Spring,Rabi,March,2023,Red,Low,Ram Navami,2797,46,3,5,7,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Bihar,Bihar,Autumn,Kharif,October,2013,Alluvial,High,Navratri,40395,100,5,10,9,6,0,Traditional consumption and cultural preference during this period
Rice,Gujarat,Gujarat,Winter,Rabi,December,2014,Alluvial,Low,Christmas,3025,49,3,4,2,5,0,Staple grain used widely in festive meals and offerings
Marigold,Bihar,Bihar,Spring,Rabi,March,2011,Alluvial,High,Holi,5138,34,2,8,6,8,1,Traditional consumption and cultural preference during this period
Marigold,Lakshadweep,Lakshadweep,Winter,Rabi,January,2011,Arid & Desert,Low,Makar Sankranti,5206,43,3,9,10,5,1,Traditional consumption and cultural preference during this period
Rice,Maharashtra,Maharashtra,Autumn,Kharif,July,2013,Red,High,Rath Yatra,3728,82,5,5,4,7,0,Staple grain used widely in festive meals and offerings
Turmeric,Mizoram,Mizoram,Spring,Rabi,March,2010,Alluvial,Low,Ugadi,2914,20,1,7,8,7,0,Traditional consumption and cultural preference during this period
Marigold,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Spring,Rabi,March,2018,Red,Low,Holi,5198,46,3,9,8,8,1,Traditional consumption and cultural preference during this period
Jasmine,Uttar Pradesh,Uttar Pradesh,Winter,Rabi,January,2024,Alluvial,High,Pongal,2631,41,3,9,7,7,1,Traditional consumption and cultural preference during this period
Sugarcane,Rajasthan,Rajasthan,Spring,Rabi,March,2015,Alluvial,Low,Ugadi,39405,27,2,5,6,8,0,Traditional consumption and cultural preference during this period
Marigold,Andhra Pradesh,Andhra Pradesh,Winter,Rabi,January,2021,Saline/Alkaline,High,Lohri,5210,28,2,3,3,7,1,Traditional consumption and cultural preference during this period
Banana,Madhya Pradesh,Madhya Pradesh,Autumn,Kharif,October,2010,Black,High,Navratri,2801,70,4,9,8,7,1,Traditional consumption and cultural preference during this period
Jasmine,Maharashtra,Maharashtra,Winter,Rabi,January,2012,Black,High,Makar Sankranti,2478,52,3,10,8,6,1,Traditional consumption and cultural preference during this period
Groundnut,Chhattisgarh,Chhattisgarh,Summer,Kharif,April,2024,Red,Medium,Ugadi,1147,66,4,5,3,6,0,Traditional consumption and cultural preference during this period
Millet,Madhya Pradesh,Madhya Pradesh,Summer,Kharif,April,2023,Black,High,Ugadi,1594,54,3,5,3,7,0,Traditional consumption and cultural preference during this period
Wheat,Nagaland,Nagaland,Summer,Kharif,April,2015,Red,Low,Vishu,3178,29,2,4,5,4,0,Traditional consumption and cultural preference during this period
Wheat,Lakshadweep,Lakshadweep,Spring,Rabi,March,2017,Red,High,Holi,3138,75,4,5,5,5,0,Traditional consumption and cultural preference during this period
Banana,Lakshadweep,Lakshadweep,Winter,Rabi,December,2022,Arid & Desert,Medium,Christmas,2929,45,3,6,5,4,1,Traditional consumption and cultural preference during this period
Groundnut,Andhra Pradesh,Andhra Pradesh,Summer,Kharif,April,2019,Alluvial,High,Wedding Season,1304,60,3,4,5,7,0,Traditional consumption and cultural preference during this period
Groundnut,Jharkhand,Jharkhand,Winter,Rabi,January,2023,Red,Low,Lohri,1175,36,2,7,6,7,0,Traditional consumption and cultural preference during this period
Groundnut,Punjab,Punjab,Spring,Rabi,March,2010,Alluvial,High,Holi,1181,48,3,6,4,8,0,Traditional consumption and cultural preference during this period
Sesame,Ladakh,Ladakh,Summer,Kharif,April,2018,Arid & Desert,Low,Vishu,762,69,4,6,5,5,0,Traditional consumption and cultural preference during this period
Cotton,Meghalaya,Meghalaya,Winter,Rabi,December,2020,Laterite,High,Wedding Season,658,46,3,7,7,4,0,Traditional consumption and cultural preference during this period
Groundnut,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,January,2014,Black,High,Pongal,1426,43,3,3,2,5,0,Traditional consumption and cultural preference during this period
Groundnut,Sikkim,Sikkim,Spring,Rabi,March,2020,Black,Medium,Ugadi,992,52,3,4,5,7,0,Traditional consumption and cultural preference during this period
Sugarcane,Assam,Assam,Autumn,Kharif,October,2018,Saline/Alkaline,High,Diwali,40499,88,5,9,9,7,0,Traditional consumption and cultural preference during this period
Cotton,Himachal Pradesh,Himachal Pradesh,Winter,Rabi,January,2015,Red,High,Lohri,623,28,2,5,7,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Tripura,Tripura,Winter,Rabi,December,2010,Black,High,Christmas,40181,46,3,5,6,8,0,Traditional consumption and cultural preference during this period
Jasmine,Sikkim,Sikkim,Summer,Kharif,April,2019,Black,High,Vishu,2699,63,4,7,6,5,1,Traditional consumption and cultural preference during this period
Rice,Himachal Pradesh,Himachal Pradesh,Autumn,Kharif,July,2018,Alluvial,High,Rath Yatra,3821,90,5,4,4,7,0,Staple grain used widely in festive meals and offerings
Rice,Goa,Goa,Spring,Rabi,March,2013,Red,Medium,Ram Navami,3670,36,2,4,3,6,0,Staple grain used widely in festive meals and offerings
Sesame,Sikkim,Sikkim,Winter,Rabi,December,2012,Alluvial,High,Christmas,1088,27,2,5,5,8,0,Traditional consumption and cultural preference during this period
Groundnut,Arunachal Pradesh,Arunachal Pradesh,Winter,Rabi,January,2024,Red,Low,Lohri,1319,58,3,5,7,4,0,Traditional consumption and cultural preference during this period
Banana,Meghalaya,Meghalaya,Summer,Kharif,April,2021,Red,Medium,Vishu,3098,60,3,4,2,4,1,Banana fruits and leaves used in rituals and feasts
Groundnut,Uttarakhand,Uttarakhand,Summer,Kharif,April,2021,Alluvial,High,Vishu,1364,74,4,7,6,5,0,Traditional consumption and cultural preference during this period
Turmeric,Chandigarh,Chandigarh,Winter,Rabi,January,2014,Laterite,Medium,Lohri,2913,36,2,6,7,7,0,Traditional consumption and cultural preference during this period
Cotton,Karnataka,Karnataka,Summer,Kharif,April,2019,Black,High,Ram Navami,651,76,4,3,3,4,0,Traditional consumption and cultural preference during this period
Millet,Rajasthan,Rajasthan,Spring,Rabi,March,2024,Arid & Desert,Low,Holi,1473,37,2,7,5,8,0,Traditional consumption and cultural preference during this period
Banana,Meghalaya,Meghalaya,Autumn,Kharif,October,2014,Red,Low,Navratri,2889,57,3,8,8,6,1,Traditional consumption and cultural preference during this period
Millet,Karnataka,Karnataka,Winter,Rabi,January,2017,Black,High,Lohri,1461,59,3,4,2,5,0,Traditional consumption and cultural preference during this period
Rice,Uttar Pradesh,Uttar Pradesh,Summer,Kharif,April,2013,Alluvial,Low,Ugadi,3049,82,5,3,3,7,0,Staple grain used widely in festive meals and offerings
Marigold,Manipur,Manipur,Spring,Rabi,March,2022,Red,Medium,Holi,5225,41,3,9,9,5,1,Traditional consumption and cultural preference during this period
Banana,Assam,Assam,Winter,Rabi,November,2019,Red,High,Diwali,3226,59,3,10,10,8,1,Traditional consumption and cultural preference during this period
Sesame,Maharashtra,Maharashtra,Winter,Rabi,December,2020,Black,High,Christmas,1062,38,2,3,4,6,0,Traditional consumption and cultural preference during this period
Sesame,Uttarakhand,Uttarakhand,Winter,Rabi,January,2024,Alluvial,Low,Lohri,871,45,3,6,5,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Meghalaya,Meghalaya,Spring,Rabi,March,2021,Laterite,High,Wedding Season,40433,74,4,8,8,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Chandigarh,Chandigarh,Summer,Kharif,April,2013,Black,High,Vishu,40522,68,4,4,4,8,0,Traditional consumption and cultural preference during this period
Rice,Haryana,Haryana,Spring,Rabi,March,2015,Alluvial,Medium,Holi,3613,56,3,10,10,6,0,Staple grain used widely in festive meals and offerings
Millet,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Winter,Rabi,January,2016,Alluvial,High,Makar Sankranti,1513,42,3,6,6,8,0,Traditional consumption and cultural preference during this period
Turmeric,Nagaland,Nagaland,Summer,Kharif,April,2017,Black,Medium,Vishu,2979,82,5,4,5,8,0,Traditional consumption and cultural preference during this period
Rice,Delhi,Delhi,Winter,Rabi,January,2012,Alluvial,High,Makar Sankranti,3964,64,4,10,10,5,0,Staple grain used widely in festive meals and offerings
Banana,Sikkim,Sikkim,Winter,Rabi,January,2012,Alluvial,Low,Lohri,3103,51,3,4,2,6,1,Traditional consumption and cultural preference during this period
Marigold,Ladakh,Ladakh,Spring,Rabi,March,2021,Arid & Desert,Medium,Ugadi,5136,47,3,6,4,7,1,Traditional consumption and cultural preference during this period
Millet,Telangana,Telangana,Summer,Kharif,June,2011,Alluvial,High,Rath Yatra,1516,79,4,5,4,8,0,Traditional consumption and cultural preference during this period
Rice,Lakshadweep,Lakshadweep,Autumn,Kharif,October,2010,Arid & Desert,High,Dussehra,3644,94,5,5,3,8,0,Staple grain used widely in festive meals and offerings
Groundnut,Jharkhand,Jharkhand,Autumn,Kharif,October,2021,Red,High,Diwali,1240,78,4,4,5,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Andhra Pradesh,Andhra Pradesh,Autumn,Kharif,October,2023,Alluvial,High,Navratri,40264,100,5,8,7,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Kerala,Kerala,Spring,Rabi,March,2010,Alluvial,Medium,Wedding Season,40134,41,3,9,9,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Bihar,Bihar,Autumn,Kharif,October,2023,Alluvial,Medium,Navratri,40225,71,4,9,9,5,0,Traditional consumption and cultural preference during this period
Rice,Madhya Pradesh,Madhya Pradesh,Autumn,Kharif,October,2013,Black,Low,Dussehra,3339,55,3,6,6,7,0,Staple grain used widely in festive meals and offerings
Groundnut,Haryana,Haryana,Spring,Rabi,March,2010,Alluvial,Low,Holi,1184,27,2,3,4,4,0,Traditional consumption and cultural preference during this period
Groundnut,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Autumn,Kharif,July,2015,Red,Medium,Rath Yatra,954,55,3,6,7,8,0,Traditional consumption and cultural preference during this period
Marigold,Tripura,Tripura,Winter,Rabi,January,2013,Black,Medium,Pongal,5075,37,2,10,9,8,1,Traditional consumption and cultural preference during this period
Turmeric,Madhya Pradesh,Madhya Pradesh,Summer,Kharif,April,2012,Black,Medium,Vishu,2632,64,4,7,5,8,0,Traditional consumption and cultural preference during this period
Wheat,Telangana,Telangana,Spring,Rabi,March,2015,Alluvial,Low,Holi,3408,74,4,3,4,7,0,Traditional consumption and cultural preference during this period
Millet,Jammu & Kashmir,Jammu & Kashmir,Spring,Rabi,March,2011,Black,Medium,Ram Navami,1283,31,2,6,3,8,0,Traditional consumption and cultural preference during this period
Groundnut,Himachal Pradesh,Himachal Pradesh,Winter,Rabi,January,2011,Black,High,Makar Sankranti,1193,39,2,3,2,5,0,Traditional consumption and cultural preference during this period
Jasmine,Meghalaya,Meghalaya,Winter,Rabi,January,2021,Red,Medium,Pongal,2734,54,3,9,10,7,1,Traditional consumption and cultural preference during this period
Groundnut,Chandigarh,Chandigarh,Summer,Kharif,April,2013,Black,High,Vishu,1088,86,5,4,3,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tripura,Tripura,Winter,Rabi,January,2014,Black,Medium,Makar Sankranti,2712,60,3,10,10,7,0,Traditional consumption and cultural preference during this period
Groundnut,Goa,Goa,Winter,Rabi,November,2016,Alluvial,High,Wedding Season,1371,32,2,4,4,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Meghalaya,Meghalaya,Winter,Rabi,December,2018,Red,Low,Christmas,39494,32,2,7,9,7,0,Traditional consumption and cultural preference during this period
Groundnut,Goa,Goa,Autumn,Kharif,October,2024,Red,Medium,Dussehra,1168,81,5,5,6,4,0,Traditional consumption and cultural preference during this period
